,user_id,name,category,skill_level
4091,ccb13937-2349-11ea-b292-74d02b9c93aa,Clear communication,gd,3
4092,ccb13937-2349-11ea-b292-74d02b9c93aa,Visual Basic,gd,5
4093,ccb13937-2349-11ea-b292-74d02b9c93aa,Physical endurance,Js,5
4094,ccb13937-2349-11ea-b292-74d02b9c93aa,Stress management,Js,2
4095,ccb13937-2349-11ea-b292-74d02b9c93aa,Dreamweaver,Js,1
4096,ccb13937-2349-11ea-b292-74d02b9c93aa,Integration of visual communication in social media platforms,zX,4
4097,ccb13938-2349-11ea-8afe-74d02b9c93aa,Accounting Software,Am,4
4098,ccb13938-2349-11ea-8afe-74d02b9c93aa,Lead generation,Am,2
4099,ccb13938-2349-11ea-8afe-74d02b9c93aa,Planning,Am,5
4100,ccb13938-2349-11ea-8afe-74d02b9c93aa,SEM,Am,4
4102,ccb1393a-2349-11ea-9915-74d02b9c93aa,Dreamweaver,gG,3
4103,ccb1393a-2349-11ea-9915-74d02b9c93aa,Cognos Analytics (IBM),gG,3
4104,ccb1393a-2349-11ea-9915-74d02b9c93aa,Python,Ot,1
4105,ccb1393a-2349-11ea-9915-74d02b9c93aa,Critical thinking,EO,3
4106,ccb1393a-2349-11ea-9915-74d02b9c93aa,Negotiation,EO,2
4107,ccb1393a-2349-11ea-9915-74d02b9c93aa,Closing,EO,5
4108,ccb1393a-2349-11ea-9915-74d02b9c93aa,Persuasion,EO,4
4109,ccb1393b-2349-11ea-b4a2-74d02b9c93aa,Planning,lV,4
4110,ccb1393b-2349-11ea-b4a2-74d02b9c93aa,Content Management Systems (CMS),lV,4
4111,ccb1393b-2349-11ea-b4a2-74d02b9c93aa,Illustrator,lV,5
4112,ccb1393b-2349-11ea-b4a2-74d02b9c93aa,"Git/Version control (Github, gitlab)",nV,3
4113,ccb1393b-2349-11ea-b4a2-74d02b9c93aa,Wordpress,nV,2
4114,ccb1393b-2349-11ea-b4a2-74d02b9c93aa,Emotional Intelligence,nV,3
4115,ccb1393c-2349-11ea-a6e3-74d02b9c93aa,Application Programming Interface (API),SY,3
4116,ccb1393c-2349-11ea-a6e3-74d02b9c93aa,Microsoft Office Pack,SY,4
4117,ccb1393c-2349-11ea-a6e3-74d02b9c93aa,Matlab,SY,4
4118,ccb1393c-2349-11ea-a6e3-74d02b9c93aa,Wordpress,of,5
4119,ccb1393c-2349-11ea-a6e3-74d02b9c93aa,Bookkeeping through Excel,of,3
4120,ccb1393c-2349-11ea-a6e3-74d02b9c93aa,Paid social media advertisements,Du,4
4121,ccb1393c-2349-11ea-a6e3-74d02b9c93aa,Search Engine and Keyword Optimization,Du,4
4122,ccb1393d-2349-11ea-8125-74d02b9c93aa,Business Development,fa,4
4123,ccb1393d-2349-11ea-8125-74d02b9c93aa,PESTEL,fa,1
4124,ccb1393d-2349-11ea-8125-74d02b9c93aa,Buyer-Responsive selling,wt,4
4125,ccb1393d-2349-11ea-8125-74d02b9c93aa,Infographics,wt,1
4126,ccb1393d-2349-11ea-8125-74d02b9c93aa,Know Your Customers (KYC),vc,2
4127,ccb1393d-2349-11ea-8125-74d02b9c93aa,Attention to detail,vc,2
4128,ccb1393d-2349-11ea-8125-74d02b9c93aa,Responsive design principles,vc,5
4129,ccb1393d-2349-11ea-8125-74d02b9c93aa,CSS preprocessors,vc,4
4130,ccb1393e-2349-11ea-942c-74d02b9c93aa,Negotiation,jc,4
4131,ccb1393e-2349-11ea-942c-74d02b9c93aa,Strategic Management,jc,2
4132,ccb1393e-2349-11ea-942c-74d02b9c93aa,"Git/Version control (Github, gitlab)",du,1
4133,ccb1393f-2349-11ea-8df5-74d02b9c93aa,Digital printing,Am,4
4134,ccb1393f-2349-11ea-8df5-74d02b9c93aa,Advanced Cardiac Life Support (ACLS),Am,1
4135,ccb1393f-2349-11ea-8df5-74d02b9c93aa,Responsive design principles,Am,1
4136,ccb1393f-2349-11ea-8df5-74d02b9c93aa,Strategic Management,Am,2
4137,ccb1393f-2349-11ea-8df5-74d02b9c93aa,Paperwork/record-keeping abilities,mh,2
4138,ccb1393f-2349-11ea-8df5-74d02b9c93aa,Empathy,mh,1
4139,ccb1393f-2349-11ea-8df5-74d02b9c93aa,Compassion,mh,1
4140,ccb1393f-2349-11ea-8df5-74d02b9c93aa,Physical endurance,Jl,4
4141,ccb1393f-2349-11ea-8df5-74d02b9c93aa,Big Data Analysis,Jl,1
4142,ccb1393f-2349-11ea-8df5-74d02b9c93aa,Technical and non-technical communication,Jl,5
4143,ccb13940-2349-11ea-b2d2-74d02b9c93aa,Closing,Iq,1
4144,ccb13940-2349-11ea-b2d2-74d02b9c93aa,Digital printing,Iq,2
4145,ccb13940-2349-11ea-b2d2-74d02b9c93aa,Critical thinking,Iq,1
4146,ccb13940-2349-11ea-b2d2-74d02b9c93aa,Business Process Modeling,wc,5
4147,ccb13940-2349-11ea-b2d2-74d02b9c93aa,Infographics,wc,1
4148,ccb13940-2349-11ea-b2d2-74d02b9c93aa,Customer Relationship Management (CRM),wc,2
4149,ccb13941-2349-11ea-82c6-74d02b9c93aa,HTML/CSS,xz,4
4150,ccb13941-2349-11ea-82c6-74d02b9c93aa,Proposal writing,va,2
4151,ccb13941-2349-11ea-82c6-74d02b9c93aa,Machine learning,va,2
4152,ccb13941-2349-11ea-82c6-74d02b9c93aa,Paid social media advertisements,va,1
4153,ccb13941-2349-11ea-82c6-74d02b9c93aa,Cloud networking and file sharing,va,1
4154,ccb13941-2349-11ea-82c6-74d02b9c93aa,Big Data tools,LV,4
4155,ccb13941-2349-11ea-82c6-74d02b9c93aa,Paperwork/record-keeping abilities,LV,1
4156,ccb13941-2349-11ea-82c6-74d02b9c93aa,Visual Basic,LV,3
4159,ccb13944-2349-11ea-9d1a-74d02b9c93aa,Proposal writing,yO,1
4160,ccb13945-2349-11ea-a446-74d02b9c93aa,Accounting Software,Ti,4
4161,ccb13945-2349-11ea-a446-74d02b9c93aa,Problem-solving,Ti,4
4162,ccb13945-2349-11ea-a446-74d02b9c93aa,CPR,Ti,1
4163,ccb13945-2349-11ea-a446-74d02b9c93aa,"Git/Version control (Github, gitlab)",Ti,4
4164,ccb13945-2349-11ea-a446-74d02b9c93aa,Machine learning,Ej,5
4165,ccb13945-2349-11ea-a446-74d02b9c93aa,Infographics,Ej,5
4166,ccb13945-2349-11ea-a446-74d02b9c93aa,Basic knowledge of user interface communication,Ej,3
4167,ccb13946-2349-11ea-b6be-74d02b9c93aa,CPR,YT,1
4168,ccb13946-2349-11ea-b6be-74d02b9c93aa,Responsive design principles,YT,5
4169,ccb13946-2349-11ea-b6be-74d02b9c93aa,Illustrator,YT,3
4170,ccb13946-2349-11ea-b6be-74d02b9c93aa,Buyer engagement,YT,4
4171,ccb13946-2349-11ea-b6be-74d02b9c93aa,Typography,Ri,4
4172,ccb13946-2349-11ea-b6be-74d02b9c93aa,Sales,Ri,3
4173,ccb13946-2349-11ea-b6be-74d02b9c93aa,Testing/Debugging,Ri,2
4175,ccb13948-2349-11ea-a94b-74d02b9c93aa,Telemetry,nj,3
4176,ccb13948-2349-11ea-a94b-74d02b9c93aa,Buyer-Responsive selling,nj,2
4177,ccb13948-2349-11ea-a94b-74d02b9c93aa,Javascript,nj,4
4178,ccb13948-2349-11ea-a94b-74d02b9c93aa,Updated curriculum knowledge,nj,2
4179,ccb13948-2349-11ea-a94b-74d02b9c93aa,Scala,Lv,1
4180,ccb13948-2349-11ea-a94b-74d02b9c93aa,Agile Business Analysis,Lv,5
4181,ccb13948-2349-11ea-a94b-74d02b9c93aa,Wordpress,Lv,1
4182,ccb13948-2349-11ea-a94b-74d02b9c93aa,Business Development,aV,5
4183,ccb13948-2349-11ea-a94b-74d02b9c93aa,Dreamweaver,aV,5
4184,ccb13948-2349-11ea-a94b-74d02b9c93aa,Visual Basic,aV,3
4185,ccb13949-2349-11ea-b410-74d02b9c93aa,Acute care,uo,4
4186,ccb13949-2349-11ea-b410-74d02b9c93aa,Logo creation,uo,5
4187,ccb13949-2349-11ea-b410-74d02b9c93aa,Targeting and marketing through visual communications,uo,3
4188,ccb13949-2349-11ea-b410-74d02b9c93aa,Planning,uo,5
4189,ccb13949-2349-11ea-b410-74d02b9c93aa,Social media/digital communication,ki,4
4190,ccb13949-2349-11ea-b410-74d02b9c93aa,InDesign,ki,3
4191,ccb13949-2349-11ea-b410-74d02b9c93aa,SQL,Uf,5
4192,ccb13949-2349-11ea-b410-74d02b9c93aa,CRO and A/B Testing,Uf,4
4194,ccb1394b-2349-11ea-8c9c-74d02b9c93aa,SAS,yN,5
4195,ccb1394b-2349-11ea-8c9c-74d02b9c93aa,Web analytics,nJ,2
4196,ccb1394b-2349-11ea-8c9c-74d02b9c93aa,InDesign,nJ,1
4197,ccb1394b-2349-11ea-8c9c-74d02b9c93aa,Javascript,nJ,4
4198,ccb1394b-2349-11ea-8c9c-74d02b9c93aa,Paperwork/record-keeping abilities,nJ,4
4199,ccb1394c-2349-11ea-bf8e-74d02b9c93aa,Search Engine and Keyword Optimization,nU,1
4200,ccb1394c-2349-11ea-bf8e-74d02b9c93aa,STATA,nU,1
4201,ccb1394c-2349-11ea-bf8e-74d02b9c93aa,SPSS,on,3
4202,ccb1394c-2349-11ea-bf8e-74d02b9c93aa,Active listening,on,5
4203,ccb1394c-2349-11ea-bf8e-74d02b9c93aa,Data Mapping,ud,5
4204,ccb1394d-2349-11ea-8047-74d02b9c93aa,Business Process Modeling,qZ,4
4205,ccb1394d-2349-11ea-8047-74d02b9c93aa,Research and data analysis,qZ,1
4206,ccb1394d-2349-11ea-8047-74d02b9c93aa,Communication,qZ,5
4207,ccb1394d-2349-11ea-8047-74d02b9c93aa,Scala,qZ,3
4208,ccb1394d-2349-11ea-8047-74d02b9c93aa,Revenue recognition,vf,1
4209,ccb1394d-2349-11ea-8047-74d02b9c93aa,Clear communication,vf,3
4210,ccb1394d-2349-11ea-8047-74d02b9c93aa,Numerical competence,vf,4
4211,ccb1394d-2349-11ea-8047-74d02b9c93aa,General business knowledge,vf,2
4212,ccb1394d-2349-11ea-8047-74d02b9c93aa,Paid social media advertisements,cc,2
4213,ccb1394d-2349-11ea-8047-74d02b9c93aa,Typography,cc,3
4214,ccb1394e-2349-11ea-a99d-74d02b9c93aa,CMS Tools,lQ,5
4215,ccb1394e-2349-11ea-a99d-74d02b9c93aa,Web scraping,lQ,3
4216,ccb1394e-2349-11ea-a99d-74d02b9c93aa,Targeting and marketing through visual communications,lQ,1
4217,ccb1394e-2349-11ea-a99d-74d02b9c93aa,Data entry,nc,4
4218,ccb1394e-2349-11ea-a99d-74d02b9c93aa,Negotiation,nc,1
4219,ccb1394e-2349-11ea-a99d-74d02b9c93aa,Data entry,Lb,2
4220,ccb1394f-2349-11ea-8019-74d02b9c93aa,Motivation,kg,5
4221,ccb1394f-2349-11ea-8019-74d02b9c93aa,Technological savviness,kg,4
4222,ccb1394f-2349-11ea-8019-74d02b9c93aa,Research & Data analysis,dB,1
4223,ccb1394f-2349-11ea-8019-74d02b9c93aa,Technological & digital literacy,dB,4
4224,ccb1394f-2349-11ea-8019-74d02b9c93aa,Typography,dB,5
4226,ccb13951-2349-11ea-ab39-74d02b9c93aa,Paperwork/record-keeping abilities,Wx,2
4227,ccb13951-2349-11ea-ab39-74d02b9c93aa,Surgery preparation,Wx,2
4228,ccb13951-2349-11ea-ab39-74d02b9c93aa,SPSS,Wx,3
4229,ccb13951-2349-11ea-ab39-74d02b9c93aa,Accounting Software,Wx,5
4230,ccb13951-2349-11ea-ab39-74d02b9c93aa,Mathematics,Dc,4
4231,ccb13951-2349-11ea-ab39-74d02b9c93aa,"Git/Version control (Github, gitlab)",Dc,2
4232,ccb13952-2349-11ea-9c8a-74d02b9c93aa,Digital printing,BC,5
4233,ccb13952-2349-11ea-9c8a-74d02b9c93aa,Filing and paper management,BC,1
4234,ccb13952-2349-11ea-9c8a-74d02b9c93aa,Matlab,BC,1
4235,ccb13952-2349-11ea-9c8a-74d02b9c93aa,Proposal writing,AL,4
4236,ccb13952-2349-11ea-9c8a-74d02b9c93aa,Acute care,AL,5
4237,ccb13952-2349-11ea-9c8a-74d02b9c93aa,Web scraping,AL,2
4238,ccb13952-2349-11ea-9c8a-74d02b9c93aa,Storytelling,AL,4
4239,ccb13953-2349-11ea-8d1b-74d02b9c93aa,HTML/CSS,oD,5
4240,ccb13953-2349-11ea-8d1b-74d02b9c93aa,Interactive media design,oD,1
4241,ccb13953-2349-11ea-8d1b-74d02b9c93aa,People management,oD,1
4242,ccb13953-2349-11ea-8d1b-74d02b9c93aa,Web analytics,Iy,3
4243,ccb13953-2349-11ea-8d1b-74d02b9c93aa,System Context Diagrams,fe,3
4245,ccb13955-2349-11ea-b00e-74d02b9c93aa,Typography,AT,1
4246,ccb13955-2349-11ea-b00e-74d02b9c93aa,Product knowledge,AT,1
4247,ccb13955-2349-11ea-b00e-74d02b9c93aa,Visual Basic,AT,1
4248,ccb13955-2349-11ea-b00e-74d02b9c93aa,The 4 P-s of Marketing,AT,1
4249,ccb13955-2349-11ea-b00e-74d02b9c93aa,Strategic Management,Ev,3
4250,ccb13955-2349-11ea-b00e-74d02b9c93aa,Enthusiasm,Ev,5
4251,ccb13955-2349-11ea-b00e-74d02b9c93aa,Patient care and assistance,TV,1
4252,ccb13955-2349-11ea-b00e-74d02b9c93aa,Effective communication and sociability,TV,3
4253,ccb13955-2349-11ea-b00e-74d02b9c93aa,Customer Relationship Management (CRM),TV,4
4254,ccb13956-2349-11ea-a868-74d02b9c93aa,Matlab,YD,2
4255,ccb13956-2349-11ea-a868-74d02b9c93aa,Creativity,YD,2
4256,ccb13956-2349-11ea-a868-74d02b9c93aa,Data Mapping,YD,1
4257,ccb13956-2349-11ea-a868-74d02b9c93aa,Problem-solving,fs,2
4258,ccb13956-2349-11ea-a868-74d02b9c93aa,Mathematics,fs,2
4259,ccb13956-2349-11ea-a868-74d02b9c93aa,Paperwork/record-keeping abilities,fs,3
4260,ccb13957-2349-11ea-b0e6-74d02b9c93aa,Logo creation,kh,5
4261,ccb13957-2349-11ea-b0e6-74d02b9c93aa,SAS,Jb,4
4262,ccb13957-2349-11ea-b0e6-74d02b9c93aa,Emotional Intelligence,Jb,1
4263,ccb13957-2349-11ea-b0e6-74d02b9c93aa,Strategic Management,Jb,3
4265,ccb13959-2349-11ea-91de-74d02b9c93aa,SQL,rR,4
4266,ccb13959-2349-11ea-91de-74d02b9c93aa,InDesign,rR,1
4267,ccb13959-2349-11ea-91de-74d02b9c93aa,Microsoft Excel,qw,3
4268,ccb1395a-2349-11ea-a3d8-74d02b9c93aa,Porter’s Five Forces,TW,2
4269,ccb1395a-2349-11ea-a3d8-74d02b9c93aa,Physical endurance,Kr,5
4270,ccb1395a-2349-11ea-a3d8-74d02b9c93aa,Creativity,Kr,5
4271,ccb1395a-2349-11ea-a3d8-74d02b9c93aa,Application Programming Interface (API),Kr,2
4272,ccb1395a-2349-11ea-a3d8-74d02b9c93aa,Cognos Analytics (IBM),Kr,5
4273,ccb1395a-2349-11ea-a3d8-74d02b9c93aa,Technical writing,kb,2
4274,ccb1395a-2349-11ea-a3d8-74d02b9c93aa,Targeting and marketing through visual communications,kb,2
4275,ccb1395b-2349-11ea-9909-74d02b9c93aa,Technical and non-technical communication,fS,4
4276,ccb1395b-2349-11ea-9909-74d02b9c93aa,Six Sigma techniques,MN,4
4277,ccb1395b-2349-11ea-9909-74d02b9c93aa,Search Engine Optimization (SEO),MN,5
4278,ccb1395b-2349-11ea-9909-74d02b9c93aa,InDesign,MN,4
4279,ccb1395b-2349-11ea-9909-74d02b9c93aa,Storytelling,MN,2
4280,ccb1395b-2349-11ea-9909-74d02b9c93aa,Wireframes,Rd,2
4281,ccb1395b-2349-11ea-9909-74d02b9c93aa,Entity Relationship Diagrams,Rd,1
4282,ccb1395c-2349-11ea-9948-74d02b9c93aa,Mathematics,Kl,5
4284,ccb1395e-2349-11ea-837d-74d02b9c93aa,Scala,cJ,3
4285,ccb1395e-2349-11ea-837d-74d02b9c93aa,Infographics,cJ,2
4286,ccb1395e-2349-11ea-837d-74d02b9c93aa,Innovation,cJ,2
4287,ccb1395e-2349-11ea-837d-74d02b9c93aa,Entity Relationship Diagrams,yq,3
4288,ccb1395e-2349-11ea-837d-74d02b9c93aa,Business Process Modeling,yq,4
4289,ccb1395e-2349-11ea-837d-74d02b9c93aa,Communication,yq,3
4290,ccb1395e-2349-11ea-837d-74d02b9c93aa,Persuasion,yq,4
4292,ccb13960-2349-11ea-b9ff-74d02b9c93aa,Wordpress,NJ,4
4293,ccb13960-2349-11ea-b9ff-74d02b9c93aa,Task delegation,NJ,1
4294,ccb13960-2349-11ea-b9ff-74d02b9c93aa,Attention to detail & aesthetics,NJ,5
4295,ccb13960-2349-11ea-b9ff-74d02b9c93aa,Business Process Modeling,NJ,2
4296,ccb13960-2349-11ea-b9ff-74d02b9c93aa,Technological & digital literacy,WQ,2
4297,ccb13960-2349-11ea-b9ff-74d02b9c93aa,Accounting Software,WQ,4
4298,ccb13960-2349-11ea-b9ff-74d02b9c93aa,Physical endurance,WQ,2
4299,ccb13960-2349-11ea-b9ff-74d02b9c93aa,SAS,WQ,5
4300,ccb13960-2349-11ea-b9ff-74d02b9c93aa,Basic knowledge of user interface communication,Wh,2
4301,ccb13960-2349-11ea-b9ff-74d02b9c93aa,Negotiation,Wh,1
4302,ccb13960-2349-11ea-b9ff-74d02b9c93aa,Interactive media design,Wh,4
4305,ccb13963-2349-11ea-bd45-74d02b9c93aa,Innovation,dp,4
4306,ccb13963-2349-11ea-bd45-74d02b9c93aa,Public speaking,dp,3
4307,ccb13963-2349-11ea-bd45-74d02b9c93aa,Cold-calling,yY,1
4308,ccb13963-2349-11ea-bd45-74d02b9c93aa,Infection control,Bv,3
4310,ccb13965-2349-11ea-b076-74d02b9c93aa,Buyer-Responsive selling,aO,5
4311,ccb13965-2349-11ea-b076-74d02b9c93aa,Dealing with work-related stress,aO,5
4312,ccb13965-2349-11ea-b076-74d02b9c93aa,Sales,aO,5
4313,ccb13965-2349-11ea-b076-74d02b9c93aa,Data Mapping,ox,5
4314,ccb13965-2349-11ea-b076-74d02b9c93aa,Search Engine and Keyword Optimization,AI,2
4315,ccb13965-2349-11ea-b076-74d02b9c93aa,Project/campaign management,AI,1
4316,ccb13965-2349-11ea-b076-74d02b9c93aa,Cloud networking and file sharing,AI,3
4317,ccb13965-2349-11ea-b076-74d02b9c93aa,Data entry,AI,4
4318,ccb13966-2349-11ea-a28a-74d02b9c93aa,Storytelling,qS,3
4319,ccb13966-2349-11ea-a28a-74d02b9c93aa,InDesign,qS,3
4320,ccb13966-2349-11ea-a28a-74d02b9c93aa,System Context Diagrams,Ly,5
4321,ccb13966-2349-11ea-a28a-74d02b9c93aa,SQL,Ly,2
4322,ccb13966-2349-11ea-a28a-74d02b9c93aa,Enterprise Resource Planning,Ly,5
4323,ccb13966-2349-11ea-a28a-74d02b9c93aa,Time management,TJ,5
4324,ccb13967-2349-11ea-b284-74d02b9c93aa,Content Management Systems (CMS),fH,3
4325,ccb13967-2349-11ea-b284-74d02b9c93aa,B2B Marketing,fH,1
4326,ccb13968-2349-11ea-a1f9-74d02b9c93aa,Typography,wq,1
4327,ccb13968-2349-11ea-a1f9-74d02b9c93aa,Infection control,wq,4
4328,ccb13968-2349-11ea-a1f9-74d02b9c93aa,Copywriting,wq,3
4329,ccb13968-2349-11ea-a1f9-74d02b9c93aa,Microsoft Excel,wq,2
4330,ccb13968-2349-11ea-a1f9-74d02b9c93aa,Sales,Ku,4
4333,ccb1396b-2349-11ea-a104-74d02b9c93aa,Compassion,Yu,2
4334,ccb1396b-2349-11ea-a104-74d02b9c93aa,Six Sigma techniques,Yu,2
4335,ccb1396b-2349-11ea-a104-74d02b9c93aa,Data entry,Yu,4
4336,ccb1396b-2349-11ea-a104-74d02b9c93aa,Adobe Creative Suite,Yu,3
4337,ccb1396c-2349-11ea-bc85-74d02b9c93aa,Microsoft Office Pack,Ry,3
4338,ccb1396c-2349-11ea-bc85-74d02b9c93aa,CRO and A/B Testing,Ry,4
4339,ccb1396d-2349-11ea-b1b1-74d02b9c93aa,Cloud networking and file sharing,wP,5
4340,ccb1396d-2349-11ea-b1b1-74d02b9c93aa,Color sense & theory,Xi,2
4341,ccb1396d-2349-11ea-b1b1-74d02b9c93aa,B2B Marketing,Xi,5
4342,ccb1396e-2349-11ea-b9af-74d02b9c93aa,Brand management,Bk,2
4343,ccb1396e-2349-11ea-b9af-74d02b9c93aa,CMS Tools,Bk,4
4344,ccb1396e-2349-11ea-b9af-74d02b9c93aa,Advanced Cardiac Life Support (ACLS),Bk,1
4345,ccb1396e-2349-11ea-b9af-74d02b9c93aa,Task delegation,SX,5
4346,ccb1396e-2349-11ea-b9af-74d02b9c93aa,Filing and paper management,SX,5
4347,ccb1396f-2349-11ea-957a-74d02b9c93aa,Lead generation,vO,4
4348,ccb1396f-2349-11ea-957a-74d02b9c93aa,Numerical competence,vO,3
4349,ccb1396f-2349-11ea-957a-74d02b9c93aa,Enthusiasm,vO,2
4350,ccb1396f-2349-11ea-957a-74d02b9c93aa,Porter’s Five Forces,Hh,3
4351,ccb1396f-2349-11ea-957a-74d02b9c93aa,General business knowledge,Hh,3
4352,ccb1396f-2349-11ea-957a-74d02b9c93aa,CSS preprocessors,Hh,1
4353,ccb1396f-2349-11ea-957a-74d02b9c93aa,Content Management Systems (CMS),Hh,4
4354,ccb1396f-2349-11ea-957a-74d02b9c93aa,Stress management,OG,1
4355,ccb1396f-2349-11ea-957a-74d02b9c93aa,Teamwork,OG,3
4356,ccb1396f-2349-11ea-957a-74d02b9c93aa,Filing and paper management,OG,1
4357,ccb1396f-2349-11ea-957a-74d02b9c93aa,Targeting and marketing through visual communications,OG,1
4358,ccb13970-2349-11ea-9cf7-74d02b9c93aa,CPR,Iw,3
4359,ccb13970-2349-11ea-9cf7-74d02b9c93aa,"Git/Version control (Github, gitlab)",Iw,1
4360,ccb13970-2349-11ea-9cf7-74d02b9c93aa,Data Mapping,Iw,3
4361,ccb13970-2349-11ea-9cf7-74d02b9c93aa,Wordpress,Iw,2
4362,ccb13970-2349-11ea-9cf7-74d02b9c93aa,Proposal writing,Du,1
4363,ccb13971-2349-11ea-a107-74d02b9c93aa,Storyboarding,sZ,1
4364,ccb13971-2349-11ea-a107-74d02b9c93aa,SAS,sZ,3
4365,ccb13972-2349-11ea-b5a3-74d02b9c93aa,Telemetry,lf,5
4366,ccb13973-2349-11ea-9bc3-74d02b9c93aa,Technical writing,lD,1
4367,ccb13973-2349-11ea-9bc3-74d02b9c93aa,Big Data tools,lD,1
4368,ccb13973-2349-11ea-9bc3-74d02b9c93aa,Big Data Analysis,lD,1
4369,ccb13973-2349-11ea-9bc3-74d02b9c93aa,Email marketing,qZ,4
4370,ccb13973-2349-11ea-9bc3-74d02b9c93aa,Motivation,Le,2
4371,ccb13973-2349-11ea-9bc3-74d02b9c93aa,CRO and A/B Testing,Le,2
4372,ccb13974-2349-11ea-bdb2-74d02b9c93aa,Empathy,fM,5
4373,ccb13974-2349-11ea-bdb2-74d02b9c93aa,Attention to detail,fM,2
4374,ccb13974-2349-11ea-bdb2-74d02b9c93aa,Infographics,fM,4
4375,ccb13974-2349-11ea-bdb2-74d02b9c93aa,CRO and A/B Testing,SS,5
4376,ccb13974-2349-11ea-bdb2-74d02b9c93aa,Active listening,SS,2
4377,ccb13974-2349-11ea-bdb2-74d02b9c93aa,Enterprise Resource Planning,SS,3
4378,ccb13974-2349-11ea-bdb2-74d02b9c93aa,Basic knowledge of user interface communication,xM,2
4379,ccb13974-2349-11ea-bdb2-74d02b9c93aa,InDesign,xM,4
4380,ccb13974-2349-11ea-bdb2-74d02b9c93aa,Matlab,xM,1
4381,ccb13975-2349-11ea-8272-74d02b9c93aa,Typography,yz,1
4382,ccb13975-2349-11ea-8272-74d02b9c93aa,Technological savviness,yz,3
4383,ccb13975-2349-11ea-8272-74d02b9c93aa,Research and data analysis,yz,2
4384,ccb13975-2349-11ea-8272-74d02b9c93aa,Machine learning,dD,5
4385,ccb13975-2349-11ea-8272-74d02b9c93aa,Scala,dD,2
4386,ccb13975-2349-11ea-8272-74d02b9c93aa,Agile Business Analysis,dD,1
4387,ccb13975-2349-11ea-8272-74d02b9c93aa,General business knowledge,dD,2
4388,ccb13975-2349-11ea-8272-74d02b9c93aa,Copywriting,GL,5
4389,ccb13976-2349-11ea-b604-74d02b9c93aa,SEM,RT,1
4390,ccb13976-2349-11ea-b604-74d02b9c93aa,Teamwork,RT,2
4391,ccb13976-2349-11ea-b604-74d02b9c93aa,Matlab,RT,5
4392,ccb13976-2349-11ea-b604-74d02b9c93aa,Surgery preparation,sr,3
4393,ccb13976-2349-11ea-b604-74d02b9c93aa,Microsoft Excel,sr,3
4394,ccb13976-2349-11ea-b604-74d02b9c93aa,Planning,jd,2
4395,ccb13976-2349-11ea-b604-74d02b9c93aa,Attention to detail,jd,5
4396,ccb13976-2349-11ea-b604-74d02b9c93aa,Dreamweaver,jd,2
4397,ccb13977-2349-11ea-8086-74d02b9c93aa,Microsoft Office Pack,Ll,2
4398,ccb13977-2349-11ea-8086-74d02b9c93aa,Stress management,Ll,2
4399,ccb13977-2349-11ea-8086-74d02b9c93aa,Basic knowledge of user interface communication,Ll,5
4400,ccb13977-2349-11ea-8086-74d02b9c93aa,Responsive design principles,Ll,4
4401,ccb13978-2349-11ea-b49c-74d02b9c93aa,Basic knowledge of user interface communication,wE,4
4402,ccb13978-2349-11ea-b49c-74d02b9c93aa,Brand management,wE,5
4403,ccb13979-2349-11ea-9236-74d02b9c93aa,Adobe Creative Suite,SY,5
4404,ccb13979-2349-11ea-9236-74d02b9c93aa,Planning,SY,4
4405,ccb13979-2349-11ea-9236-74d02b9c93aa,Basic knowledge of user interface communication,SY,1
4406,ccb13979-2349-11ea-9236-74d02b9c93aa,Technical and non-technical communication,SY,4
4407,ccb1397a-2349-11ea-be3b-74d02b9c93aa,Big Data tools,EQ,3
4408,ccb1397a-2349-11ea-be3b-74d02b9c93aa,Attention to detail,EQ,5
4409,ccb1397a-2349-11ea-be3b-74d02b9c93aa,Research & Data analysis,GI,4
4410,ccb1397a-2349-11ea-be3b-74d02b9c93aa,Surgery preparation,GI,4
4411,ccb1397a-2349-11ea-be3b-74d02b9c93aa,Negotiation,GI,1
4412,ccb1397a-2349-11ea-be3b-74d02b9c93aa,Javascript,GI,5
4413,ccb1397a-2349-11ea-be3b-74d02b9c93aa,Accounting Software,AL,2
4414,ccb1397a-2349-11ea-be3b-74d02b9c93aa,Creativity,AL,1
4415,ccb1397a-2349-11ea-be3b-74d02b9c93aa,Content Management Systems (CMS),AL,3
4416,ccb1397a-2349-11ea-be3b-74d02b9c93aa,SEO,AL,1
4417,ccb1397b-2349-11ea-b14c-74d02b9c93aa,Adobe Photoshop,Og,3
4418,ccb1397b-2349-11ea-b14c-74d02b9c93aa,Responsive design principles,Og,5
4419,ccb1397b-2349-11ea-b14c-74d02b9c93aa,Negotiation,BW,3
4420,ccb1397b-2349-11ea-b14c-74d02b9c93aa,Photo editing,BW,1
4422,ccb1397d-2349-11ea-aa31-74d02b9c93aa,Technical and non-technical communication,TZ,2
4423,ccb1397d-2349-11ea-aa31-74d02b9c93aa,Numerical competence,TZ,4
4424,ccb1397d-2349-11ea-aa31-74d02b9c93aa,Dealing with work-related stress,TZ,1
4425,ccb1397d-2349-11ea-aa31-74d02b9c93aa,Emotional Intelligence,TZ,1
4426,ccb1397d-2349-11ea-aa31-74d02b9c93aa,SQL,Kl,4
4427,ccb1397d-2349-11ea-aa31-74d02b9c93aa,Buyer engagement,Kl,5
4428,ccb1397d-2349-11ea-aa31-74d02b9c93aa,Communication,Kl,4
